,SLNO,Candidate.Ref,DOJ.Extended,Duration.to.accept.offer,Notice.period,Offered.band,Pecent.hike.expected.in.CTC,Percent.hike.offered.in.CTC,Percent.difference.CTC,Joining.Bonus,Candidate.relocate.actual,Gender,Candidate.Source,Rex.in.Yrs,LOB,Location,Age,Status
1470,2045,2282604,No,76,90,E3,30.73,30.73,0.0,No,No,Male,Direct,8,INFRA,Chennai,29,1
1479,2077,2283028,No,15,75,E2,25.0,12.5,-10.0,No,No,Male,Direct,8,ERS,Bangalore,32,1
1482,2085,2283111,Yes,43,45,E2,37.5,25.0,-9.09,No,No,Male,Direct,6,AXON,Bangalore,30,1
1491,2112,2283361,Yes,13,45,E2,38.89,31.94,-5.0,No,No,Male,Direct,10,EAS,Hyderabad,35,1
1494,2122,2283494,Yes,30,60,E1,15.66,15.66,0.0,No,No,Male,Direct,3,ETS,Bangalore,27,1
1502,2160,2283853,No,17,30,E2,21.21,21.21,0.0,Yes,No,Male,Direct,9,ERS,Bangalore,37,1
1503,2169,2283922,No,1,60,E3,39.73,39.73,0.0,No,No,Male,Direct,8,INFRA,Pune,35,1
1508,2178,2284034,No,4,30,E2,18.52,-3.33,-18.44,No,No,Male,Direct,9,ERS,Chennai,35,1
1514,2195,2284176,No,57,30,E2,33.03,33.03,0.0,No,No,Male,Employee Referral,8,INFRA,Chennai,34,1
1529,2224,2284407,Yes,9,75,E1,51.11,37.78,-8.82,No,No,Male,Direct,5,ERS,Chennai,27,1
1534,2230,2284420,Yes,0,60,E2,40.0,45.0,3.57,No,No,Male,Direct,7,INFRA,Noida,32,1
1535,2234,2284443,No,19,60,E2,23.66,7.53,-13.04,No,No,Male,Direct,8,ERS,Bangalore,31,1
1546,2259,2284620,Yes,49,60,E1,70.85,70.85,0.0,No,No,Male,Direct,3,ETS,Bangalore,26,1
1548,2264,2284652,Yes,4,75,E2,23.29,23.29,0.0,No,No,Male,Direct,5,AXON,Bangalore,28,1
1551,2276,2284759,No,114,75,E1,75.0,75.0,0.0,No,No,Male,Agency,4,ERS,Chennai,27,1
1554,2279,2284798,Yes,75,90,E1,14.58,20.83,5.45,No,No,Male,Direct,4,ERS,Chennai,30,1
1557,2284,2284852,No,1,45,E2,94.44,100.0,2.86,No,No,Male,Direct,4,INFRA,Chennai,25,1
1566,2299,2285233,Yes,97,120,E2,44.44,17.78,-18.46,No,No,Male,Direct,6,AXON,Noida,30,1
1570,2307,2285381,No,21,45,E1,54.76,42.86,-7.69,No,No,Male,Direct,3,ERS,Chennai,34,1
1571,2308,2285385,Yes,9,120,E2,24.14,27.59,2.78,No,No,Male,Direct,11,ERS,Bangalore,35,1
1572,2311,2285455,No,1,60,E1,70.21,70.21,0.0,No,No,Male,Employee Referral,3,ETS,Chennai,27,1
1574,2314,2285507,No,12,75,E2,7.53,7.53,0.0,No,No,Male,Direct,6,AXON,Kolkata,31,1
1600,2370,2286286,Yes,88,120,E1,68.07,47.06,-12.5,No,No,Male,Direct,3,ERS,Chennai,27,1
1604,2378,2286371,Yes,56,120,E2,53.85,35.9,-11.67,No,No,Male,Direct,1,AXON,Chennai,29,1
1613,2404,2286704,Yes,84,60,E2,24.05,24.05,0.0,No,No,Male,Employee Referral,8,INFRA,Gurgaon,31,1
1637,2451,2287229,No,23,60,E1,34.62,36.54,1.43,No,No,Male,Agency,2,ERS,Bangalore,25,1
1639,2456,2287285,No,57,75,E2,41.79,41.79,0.0,No,No,Male,Employee Referral,6,ETS,Bangalore,30,1
1651,2487,2297327,No,4,60,E1,64.56,30.38,-20.77,No,No,Male,Direct,2,ERS,Bangalore,23,1
1652,2488,2297344,No,6,60,E3,42.13,36.77,-3.77,No,No,Male,Direct,9,INFRA,Noida,31,1
1653,2489,2297908,No,1,90,E1,33.33,23.33,-7.5,No,No,Male,Direct,3,EAS,Noida,29,1
1660,2497,2301590,No,0,60,E1,38.3,38.3,0.0,No,No,Male,Direct,4,ERS,Chennai,27,1
1670,2508,2301673,Yes,5,90,E2,30.0,20.0,-7.69,No,No,Male,Direct,6,BFSI,Bangalore,30,1
1676,2514,2302209,Yes,25,60,E2,17.65,5.88,-10.0,No,No,Male,Direct,6,ERS,Chennai,28,1
1682,2521,2302469,Yes,30,30,E1,25.0,-14.29,-31.43,No,No,Male,Direct,1,INFRA,Chennai,24,1
1685,2525,2303698,Yes,6,30,E1,2.98,2.98,0.0,No,No,Male,Direct,4,INFRA,Chennai,27,1
1686,2527,2309606,No,5,30,E1,44.44,44.44,0.0,No,No,Male,Direct,4,ETS,Bangalore,31,1
1691,2535,2309695,Yes,57,30,E1,66.67,66.67,0.0,No,No,Female,Direct,4,ETS,Noida,28,1
1696,2541,2309761,Yes,20,30,E2,55.56,44.44,-7.14,No,No,Female,Direct,6,BFSI,Gurgaon,36,1
1719,2569,2318388,Yes,1,30,E1,50.0,22.0,-18.67,No,No,Male,Agency,4,ERS,Noida,27,1
1720,2570,2322593,Yes,52,60,E3,10.0,10.0,0.0,No,No,Male,Agency,13,ETS,Bangalore,40,1
1724,2574,2322706,Yes,19,60,E2,62.79,45.35,-10.71,No,No,Male,Direct,7,ERS,Chennai,30,1
1737,2596,2322742,Yes,63,60,E2,51.52,51.52,0.0,No,No,Female,Direct,6,BFSI,Bangalore,31,1
1738,2597,2322764,No,1,30,E1,38.3,11.7,-19.23,No,No,Male,Agency,3,ERS,Noida,26,1
1739,2599,2322784,Yes,4,30,E1,38.3,11.7,-19.23,No,No,Female,Agency,3,ERS,Noida,26,1
1741,2601,2322839,Yes,2,30,E1,44.44,33.33,-7.69,No,No,Male,Direct,3,ETS,Bangalore,26,1
1742,2603,2322842,Yes,58,30,E1,78.44,78.44,0.0,No,No,Male,Direct,3,ETS,Bangalore,24,1
1748,2613,2322908,No,0,30,E1,56.25,50.0,-4.0,No,No,Male,Agency,5,ERS,Chennai,32,1
1751,2618,2323061,No,2,30,E1,33.33,16.67,-12.5,No,No,Male,Agency,3,ERS,Chennai,31,1
1755,2624,2323202,Yes,39,30,E2,21.14,21.14,0.0,No,No,Male,Direct,5,INFRA,Noida,31,1
1756,2625,2323213,Yes,12,60,E1,45.63,28.16,-12.0,No,No,Male,Agency,4,ERS,Chennai,27,1
1757,2626,2323216,No,4,90,E2,32.53,34.94,1.82,No,No,Male,Direct,7,EAS,Chennai,30,1
1760,2632,2323353,No,3,30,E1,67.79,67.79,0.0,No,No,Male,Direct,3,CSMP,Noida,24,1
1770,2643,2328085,No,0,0,E2,-10.19,-10.19,0.0,Yes,No,Male,Direct,3,INFRA,Bangalore,31,1
1777,2652,2328202,Yes,6,60,E2,50.0,100.0,33.33,No,No,Female,Direct,8,ERS,Bangalore,32,1
1781,2657,2328251,No,7,60,E1,64.27,49.08,-9.25,No,No,Male,Direct,5,ERS,Chennai,28,1
1785,2661,2328289,No,6,60,E1,87.5,35.42,-27.78,No,No,Male,Direct,2,ERS,Chennai,24,1
1788,2664,2328315,No,2,60,E2,29.41,23.53,-4.55,No,No,Male,Direct,6,ERS,Chennai,34,1
1793,2671,2328438,No,2,60,E1,33.33,16.67,-12.5,No,No,Female,Direct,3,ERS,Chennai,24,1
1797,2675,2328468,Yes,9,30,E1,86.92,63.55,-12.5,No,No,Female,Direct,3,ERS,Chennai,26,1
1805,2686,2340943,Yes,23,60,E3,30.0,15.0,-11.54,No,No,Male,Direct,6,INFRA,Noida,33,1
1806,2687,2340950,Yes,25,30,E2,35.14,35.14,0.0,No,No,Male,Direct,8,BFSI,Bangalore,31,1
1816,2699,2341197,No,40,30,E1,16.67,-23.33,-34.29,No,No,Male,Direct,3,INFRA,Chennai,28,1
1819,2703,2341246,No,0,60,E3,14.29,19.29,4.38,No,No,Male,Agency,9,INFRA,Noida,39,1
1822,2706,2341276,Yes,27,30,E2,36.36,127.27,66.67,No,No,Male,Agency,5,INFRA,Noida,26,1
1826,2710,2341328,Yes,110,60,E1,66.67,54.76,-7.14,No,No,Male,Direct,3,BFSI,Bangalore,32,1
1828,2714,2341375,No,1,60,E1,29.31,-3.45,-25.33,No,No,Male,Direct,4,ERS,Noida,30,1
1830,2716,2341380,No,49,60,E1,51.16,51.16,0.0,No,No,Male,Direct,2,ERS,Chennai,26,1
1845,2736,2344500,No,33,30,E1,54.76,30.95,-15.38,No,No,Male,Agency,5,ERS,Chennai,28,1
1846,2737,2344524,No,1,30,E2,16.67,16.67,0.0,No,No,Male,Direct,4,INFRA,Hyderabad,32,1
1851,2742,2344571,No,37,60,E1,75.0,62.5,-7.14,No,No,Male,Agency,4,ERS,Chennai,25,1
1852,2743,2344591,Yes,126,30,E1,28.21,34.62,5.0,No,No,Male,Agency,3,ERS,Chennai,30,1
1854,2745,2344637,Yes,12,60,E2,16.0,20.0,3.45,No,No,Male,Direct,8,ERS,Chennai,32,1
1859,2751,2344760,Yes,69,90,E1,47.73,19.32,-19.23,No,No,Male,Agency,3,ERS,Chennai,26,1
1863,2756,2344843,No,1,90,E1,67.36,49.58,-10.63,No,No,Male,Agency,4,BFSI,Gurgaon,27,1
1867,2766,2344972,No,129,30,E1,28.0,20.0,-6.25,No,No,Male,Direct,2,INFRA,Noida,28,1
1868,2767,2345008,No,124,60,E1,26.23,26.23,0.0,No,No,Female,Direct,6,CSMP,Noida,31,1
1869,2771,2345026,No,6,60,E1,128.57,100.0,-12.5,No,No,Male,Agency,4,BFSI,Bangalore,27,1
1878,2783,2347682,No,3,60,E1,53.85,45.05,-5.71,No,No,Female,Direct,4,ERS,Chennai,28,1
1883,2789,2347817,No,15,30,E1,14.75,-12.57,-23.81,No,No,Male,Agency,4,ERS,Chennai,29,1
1886,2792,2347830,No,4,30,E2,30.77,22.47,-6.34,No,No,Male,Direct,6,INFRA,Noida,32,1
1890,2801,2347925,Yes,84,90,E1,66.67,36.36,-18.18,No,No,Male,Direct,3,BFSI,Bangalore,27,1
1892,2803,2347958,No,6,0,E1,79.17,56.25,-12.79,No,No,Male,Direct,2,ERS,Bangalore,24,1
1898,2811,2348023,Yes,54,60,E1,18.18,18.18,0.0,No,No,Female,Direct,3,AXON,Noida,29,1
1899,2812,2348036,No,21,30,E1,10.0,10.0,0.0,No,No,Male,Agency,3,BFSI,Bangalore,27,1
1902,2815,2348070,No,40,60,E1,59.31,17.65,-26.15,No,No,Male,Agency,3,BFSI,Bangalore,27,1
1913,2828,2348209,No,1,30,E2,42.86,33.41,-6.61,No,No,Male,Direct,5,INFRA,Noida,30,1
1921,2837,2350880,Yes,43,60,E1,50.94,37.74,-8.75,No,No,Male,Agency,6,BFSI,Bangalore,33,1
1923,2839,2351414,No,4,30,E2,43.2,25.3,-12.5,No,No,Male,Agency,8,BFSI,Bangalore,32,1
1925,2841,2351527,No,81,90,E2,39.1,25.96,-9.45,No,No,Male,Direct,8,BFSI,Bangalore,33,1
1928,2844,2351587,No,4,30,E2,28.76,18.03,-8.33,No,No,Male,Agency,7,BFSI,Bangalore,33,1
1929,2846,2351651,Yes,26,30,E2,70.45,59.09,-6.67,No,No,Male,Agency,4,EAS,Chennai,30,1
1933,2852,2351781,Yes,65,45,E1,54.49,43.26,-7.27,No,No,Male,Agency,3,BFSI,Gurgaon,28,1
1937,2858,2351837,No,41,30,E1,47.06,41.18,-4.0,No,No,Male,Agency,3,BFSI,Bangalore,32,1
1940,2862,2351875,No,5,60,E2,33.33,26.67,-5.0,No,No,Female,Agency,7,BFSI,Bangalore,30,1
1947,2869,2351912,No,10,90,E2,30.72,17.65,-10.0,No,No,Male,Direct,8,BFSI,Chennai,33,1
1955,2878,2351989,No,116,30,E1,58.73,41.09,-11.11,No,No,Male,Agency,5,BFSI,Bangalore,30,1
1976,2903,2352305,No,7,60,E2,4.9,4.9,0.0,No,No,Male,Direct,7,ETS,Bangalore,34,1
1980,2908,2354228,No,43,60,E1,150.0,150.0,0.0,No,No,Male,Direct,2,ERS,Bangalore,26,1
1981,2910,2354269,Yes,124,60,E2,57.89,28.95,-18.33,No,No,Male,Direct,7,ERS,Bangalore,38,1
1982,2911,2354306,Yes,0,30,E1,50.0,50.0,0.0,No,No,Male,Agency,2,INFRA,Noida,26,1
1992,2923,2355458,No,5,30,E1,95.65,63.04,-16.67,No,No,Male,Direct,3,ERS,Bangalore,25,1
2006,2938,2356796,Yes,72,30,E2,28.42,15.15,-10.33,No,No,Male,Agency,8,BFSI,Bangalore,36,1
2007,2939,2356805,Yes,8,30,E1,42.86,33.93,-6.25,No,No,Male,Direct,9,ERS,Bangalore,29,1
2019,2952,2356911,Yes,25,30,E2,25.0,17.71,-5.83,No,No,Female,Direct,8,ERS,Chennai,31,1
2021,2955,2356922,No,23,60,E1,25.0,2.27,-18.18,Yes,No,Male,Agency,3,ERS,Chennai,27,1
2022,2956,2356923,No,23,60,E1,0.0,0.83,0.83,No,No,Male,Agency,4,ERS,Chennai,27,1
2024,2958,2356936,Yes,84,45,E1,81.82,36.36,-25.0,No,No,Male,Agency,3,ERS,Hyderabad,29,1
2025,2959,2356944,No,4,60,E1,55.56,105.56,32.14,No,No,Female,Agency,3,ERS,Hyderabad,28,1
2029,2963,2356992,No,6,30,E2,39.71,47.06,5.26,No,No,Male,Employee Referral,14,ERS,Chennai,33,1
2035,2971,2357068,Yes,23,90,E2,35.29,35.29,0.0,No,No,Male,Agency,8,ERS,Chennai,32,1
2039,2976,2357093,No,23,90,E2,30.0,5.0,-19.23,No,No,Male,Agency,8,ERS,Bangalore,32,1
2043,2980,2357114,No,7,90,E1,62.5,50.0,-7.69,No,No,Male,Agency,3,BFSI,Bangalore,27,1
2051,2988,2357194,No,2,30,E2,23.53,23.53,0.0,No,No,Male,Agency,8,BFSI,Bangalore,40,1
2052,2990,2357218,No,35,90,E1,30.43,30.43,0.0,No,No,Male,Agency,3,BFSI,Bangalore,27,1
2061,3002,2357371,No,7,30,E1,55.26,55.26,0.0,No,No,Female,Direct,2,CSMP,Hyderabad,25,1
2062,3003,2357383,No,7,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,22,1
2063,3004,2357384,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,22,1
2064,3005,2357385,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,1
2070,3011,2357424,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,1
2073,3014,2357428,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2074,3015,2357429,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,1
2075,3016,2357430,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2077,3018,2357432,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2078,3019,2357433,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,1
2082,3023,2357437,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2083,3024,2357438,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2085,3026,2357440,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,24,1
2087,3028,2357442,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,22,1
2088,3029,2357443,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,1
2101,3042,2360542,Yes,6,90,E2,25.0,25.0,0.0,No,No,Male,Direct,6,EAS,Bangalore,28,1
2108,3052,2360808,No,181,30,E1,3.97,-4.03,-7.69,No,No,Male,Direct,2,INFRA,Chennai,24,1
2109,3053,2360834,Yes,0,30,E2,57.14,37.14,-12.73,No,No,Male,Direct,3,INFRA,Bangalore,30,1
2111,3055,2360844,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2117,3061,2360954,No,90,60,E1,36.84,27.37,-6.92,No,No,Male,Direct,3,BFSI,Bangalore,28,1
2118,3063,2360999,Yes,17,30,E2,44.44,84.44,27.69,No,No,Male,Agency,6,INFRA,Chennai,28,1
2125,3072,2361214,Yes,36,30,E2,42.86,23.81,-13.33,No,No,Male,Agency,7,ETS,Bangalore,31,1
2139,3091,2364188,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,1
2140,3092,2364189,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,1
2142,3094,2364191,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,22,1
2145,3097,2364194,No,123,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,1
2146,3098,2364195,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,1
2151,3103,2364200,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,24,1
2153,3105,2364202,No,3,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,1
2157,3109,2364206,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,24,1
2159,3111,2364208,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,1
2160,3112,2364209,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2164,3116,2364213,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2172,3124,2364313,No,3,30,E1,35.39,35.39,0.0,No,No,Female,Direct,1,INFRA,Chennai,24,1
2173,3125,2364317,Yes,4,60,E3,30.72,24.18,-5.0,No,No,Male,Direct,10,EAS,Hyderabad,33,1
2188,3144,2364511,Yes,104,30,E2,41.09,32.28,-6.25,No,No,Male,Direct,5,EAS,Hyderabad,30,1
2206,3165,2364643,No,2,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,1
2210,3169,2364647,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2214,3173,2364651,No,2,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,22,1
2218,3177,2364655,No,2,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,25,1
2219,3178,2364656,No,3,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,1
2239,3198,2364697,No,2,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,1
2243,3202,2364701,No,2,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,22,1
2244,3203,2364702,No,2,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2246,3205,2364704,No,2,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2250,3209,2364708,No,2,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2251,3210,2364709,No,2,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,22,1
2253,3212,2364711,No,2,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2267,3228,2364828,No,1,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Chennai,23,1
2268,3229,2364829,No,1,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Chennai,23,1
2271,3232,2364832,No,1,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Chennai,23,1
2272,3233,2364833,No,1,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Chennai,23,1
2274,3235,2364836,No,1,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Chennai,24,1
2277,3238,2364839,No,1,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Chennai,23,1
2289,3253,2365021,No,6,30,E1,78.79,78.79,0.0,No,No,Male,Direct,2,CSMP,Noida,24,1
2293,3257,2365028,No,1,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Chennai,23,1
2300,3264,2366572,Yes,5,90,E1,38.96,40.2,0.89,No,No,Male,Employee Referral,3,ERS,Chennai,25,1
2305,3270,2368166,No,27,30,E1,35.14,35.14,0.0,No,No,Female,Direct,4,BFSI,Bangalore,27,1
2307,3272,2368270,No,6,30,E2,29.87,20.78,-7.0,No,No,Male,Direct,6,ERS,Chennai,30,1
2310,3275,2368323,Yes,10,90,E1,59.47,50.09,-5.88,No,No,Male,Direct,4,ETS,Hyderabad,27,1
2316,3282,2368367,Yes,34,60,E2,50.0,31.25,-12.5,No,No,Male,Employee Referral,7,ERS,Chennai,32,1
2318,3284,2368388,Yes,29,90,E1,52.17,31.52,-13.57,No,No,Male,Employee Referral,4,BFSI,Bangalore,27,1
2320,3286,2368454,No,45,30,E1,12.0,34.72,20.29,No,No,Male,Agency,2,INFRA,Gurgaon,23,1
2324,3290,2368479,Yes,25,45,E2,40.0,35.0,-3.57,No,No,Male,Agency,10,ERS,Bangalore,34,1
2325,3291,2368484,Yes,0,90,E2,44.44,-11.11,-38.46,No,No,Male,Agency,3,INFRA,Chennai,25,1
2326,3292,2368485,Yes,8,30,E1,3.55,-23.08,-25.71,No,No,Female,Agency,1,INFRA,Noida,28,1
2332,3299,2368613,Yes,62,60,E1,71.43,57.14,-8.33,No,No,Male,Direct,3,BFSI,Bangalore,26,1
2334,3301,2368633,Yes,86,60,E2,22.22,14.31,-6.47,No,No,Female,Direct,6,INFRA,Gurgaon,29,1
2337,3305,2368707,No,116,90,E1,24.48,24.48,0.0,No,No,Male,Direct,5,BFSI,Chennai,28,1
2343,3313,2368787,Yes,99,60,E1,33.93,23.21,-8.0,No,No,Male,Direct,5,ERS,Chennai,30,1
2350,3322,2368938,No,121,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Chennai,22,1
2351,3323,2368939,No,121,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Chennai,23,1
2352,3324,2368950,No,18,60,E1,35.14,35.14,0.0,No,No,Male,Direct,3,ETS,Bangalore,27,1
2357,3330,2369819,No,0,60,E2,22.09,25.23,2.57,No,No,Male,Employee Referral,7,INFRA,Chennai,28,1
2361,3334,2372058,No,2,60,E2,70.0,60.0,-5.88,No,No,Male,Direct,7,ETS,Bangalore,31,1
2363,3336,2372079,Yes,14,30,E1,57.14,57.14,0.0,No,No,Female,Direct,3,ETS,Bangalore,26,1
2367,3340,2372156,Yes,26,30,E1,27.27,9.09,-14.29,No,No,Male,Agency,4,AXON,Chennai,26,1
2376,3351,2372428,Yes,43,30,E1,75.0,75.0,0.0,No,No,Male,Agency,5,BFSI,Bangalore,28,1
2377,3352,2372432,No,7,45,E1,76.17,59.59,-9.41,No,No,Male,Direct,3,ETS,Chennai,26,1
2378,3353,2372436,Yes,21,60,E1,28.21,28.21,0.0,No,No,Male,Direct,3,BFSI,Bangalore,26,1
2379,3354,2372454,Yes,3,30,E1,51.72,37.93,-9.09,No,No,Male,Agency,3,ERS,Hyderabad,29,1
2381,3356,2372475,No,6,90,E2,5.88,0.0,-5.56,No,No,Male,Agency,6,BFSI,Bangalore,31,1
2391,3367,2372529,No,15,30,E2,53.85,50.43,-2.22,No,No,Male,Agency,6,BFSI,Bangalore,29,1
2396,3372,2372561,No,2,60,E1,33.33,33.33,0.0,No,No,Female,Direct,3,ETS,Chennai,27,1
2403,3379,2372586,Yes,4,60,E1,48.94,27.66,-14.29,No,No,Male,Agency,4,BFSI,Bangalore,27,1
2404,3380,2372590,No,2,30,E1,70.0,40.0,-17.65,No,No,Male,Agency,4,BFSI,Bangalore,28,1
2405,3381,2372596,No,1,60,E1,65.39,52.67,-7.69,No,No,Male,Agency,4,BFSI,Bangalore,31,1
2409,3389,2372643,No,119,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,22,1
2410,3390,2372644,No,119,30,E0,42.86,42.86,0.0,No,No,Female,Employee Referral,0,INFRA,Noida,23,1
2412,3392,2372649,No,102,30,E1,48.81,33.93,-10.0,No,No,Male,Agency,3,BFSI,Bangalore,29,1
2416,3396,2372668,No,4,60,E1,71.88,59.38,-7.27,No,No,Male,Agency,3,BFSI,Bangalore,27,1
2417,3398,2372679,No,4,30,E2,22.7,13.94,-7.14,No,No,Male,Agency,8,BFSI,Bangalore,44,1
2423,3405,2372885,No,61,60,E2,45.45,54.55,6.25,No,No,Male,Direct,7,EAS,Hyderabad,30,1
2427,3411,2375283,No,0,90,E1,32.53,32.53,0.0,No,No,Male,Agency,3,BFSI,Bangalore,27,1
2437,3423,2375574,Yes,14,90,E1,62.79,-9.3,-44.29,No,No,Female,Agency,1,ERS,Chennai,23,1
2442,3429,2378043,Yes,7,30,E2,14.29,4.76,-8.33,No,No,Male,Agency,6,BFSI,Bangalore,31,1
2447,3437,2378075,No,4,60,E1,61.29,25.81,-22.0,No,No,Male,Agency,2,ERS,Chennai,27,1
2450,3440,2378084,Yes,7,30,E1,18.18,18.18,0.0,No,No,Male,Agency,2,ERS,Chennai,25,1
2459,3454,2378210,No,102,30,E1,42.86,42.86,0.0,No,No,Male,Agency,7,BFSI,Bangalore,36,1
2460,3457,2378237,No,0,60,E3,42.86,39.29,-2.5,No,No,Male,Agency,6,INFRA,Noida,28,1
2465,3465,2378317,No,6,60,E1,57.14,51.43,-3.64,No,No,Female,Employee Referral,3,ETS,Bangalore,29,1
2467,3468,2378347,No,4,60,E1,15.38,28.21,11.11,No,No,Male,Agency,3,BFSI,Bangalore,27,1
2469,3470,2378357,No,15,30,E2,41.3,41.3,0.0,No,No,Female,Direct,3,INFRA,Noida,26,1
2473,3474,2378458,Yes,96,30,E1,41.3,33.7,-5.38,No,No,Female,Agency,4,ERS,Chennai,28,1
2482,3486,2378753,Yes,47,30,E2,44.44,7.8,-25.37,No,No,Male,Employee Referral,3,INFRA,Noida,36,1
2492,3498,2382802,No,8,30,E1,12.07,12.07,0.0,No,No,Male,Employee Referral,3,Healthcare,Chennai,25,1
2497,3505,2382873,No,0,90,E2,29.51,29.51,0.0,No,No,Male,Agency,4,INFRA,Noida,28,1
2503,3516,2382992,Yes,0,60,E3,30.0,22.0,-6.15,No,No,Male,Employee Referral,15,INFRA,Noida,36,1
2515,3535,2383225,No,13,45,E1,20.43,20.43,0.0,No,No,Female,Agency,4,ERS,Hyderabad,27,1
2518,3541,2383243,No,0,30,E1,62.64,54.24,-5.16,No,No,Female,Direct,2,INFRA,Bangalore,26,1
2521,3544,2383271,Yes,1,60,E1,38.41,34.95,-2.5,No,No,Male,Direct,4,EAS,Chennai,29,1
2525,3548,2383321,No,2,60,E2,40.0,80.0,28.57,No,No,Female,Direct,4,INFRA,Noida,25,1
2527,3553,2383410,Yes,113,30,E1,44.44,42.22,-1.54,No,No,Female,Direct,7,ERS,Bangalore,27,1
2529,3556,2386442,No,5,30,E2,28.08,23.29,-3.74,No,No,Male,Agency,5,BFSI,Gurgaon,30,1
2530,3557,2386448,Yes,30,60,E2,43.94,43.94,0.0,No,No,Male,Agency,7,BFSI,Gurgaon,35,1
2533,3560,2386522,Yes,56,30,E1,20.37,20.37,0.0,No,No,Male,Agency,5,BFSI,Gurgaon,28,1
2541,3574,2386837,No,51,60,E2,36.36,36.36,0.0,No,No,Male,Agency,5,INFRA,Chennai,25,1
2551,3587,2392734,Yes,6,30,E1,30.0,30.0,0.0,No,No,Male,Direct,4,BFSI,Bangalore,31,1
2578,3619,2394922,Yes,4,30,E1,96.43,78.57,-9.09,No,No,Female,Direct,3,BFSI,Bangalore,27,1
